NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR
062361003578,0623610,French Camp Elementary,06,241 E. Fourth St.,French Camp,CA,95231,06,06077,San Joaquin County,21,37.8859,-121.2695,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06013,06005,2022-2023
062361003579,0623610,Golden West Elementary,06,1031 N. Main St.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.8107,-121.2183,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361003580,0623610,Lathrop Elementary,06,15851 S. Fifth St.,Lathrop,CA,95330,06,06077,San Joaquin County,21,37.8181,-121.2787,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06012,06005,2022-2023
062361003581,0623610,Lincoln Elementary,06,750 E. Yosemite Ave.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.7969,-121.2068,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361003583,0623610,Manteca High,06,450 E. Yosemite Ave.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.796,-121.2119,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361003584,0623610,New Haven Elementary,06,14600 S. Austin Rd.,Manteca,CA,95336,06,06077,San Joaquin County,41,37.8308,-121.185,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06012,06005,2022-2023
062361003585,0623610,Nile Garden Elementary,06,5700 E. Nile Rd.,Manteca,CA,95337,06,06077,San Joaquin County,41,37.7543,-121.2375,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361003587,0623610,Sequoia Elementary,06,710 Martha St.,Manteca,CA,95337,06,06077,San Joaquin County,23,37.7909,-121.2249,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361003588,0623610,Shasta Elementary,06,751 E. Edison St.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.8073,-121.2066,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361004002,0623610,Sierra High,06,1700 Thomas St.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.7919,-121.2446,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361004004,0623610,Joshua Cowell Elementary,06,740 Pestana Ave.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.8069,-121.1874,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361006561,0623610,Yosemite School Community Day (7-12),06,737 W. Yosemite Ave.,Manteca,CA,95337,06,06077,San Joaquin County,23,37.797886,-121.22629,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361007364,0623610,Yosemite School Community Day (K-6),06,737 W. Yosemite Ave.,Manteca,CA,95337,06,06077,San Joaquin County,23,37.797886,-121.22629,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361007749,0623610,Great Valley Elementary,06,4223 McDougald Blvd.,Stockton,CA,95206,06,06077,San Joaquin County,11,37.9037,-121.2968,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06013,06005,2022-2023
062361007775,0623610,Calla High,06,130 S. Austin Rd.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.7972,-121.1794,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361008160,0623610,Neil Hafley Elementary,06,849 N.gate Ave.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.8211,-121.2302,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361009398,0623610,George McParland Elementary,06,1601 N.gate Dr.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.8214,-121.2433,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361009575,0623610,Brock Elliott Elementary,06,1110 Stonum Ln.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.7868,-121.2383,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361009916,0623610,Stella Brockman Elementary,06,763 Silverado Dr.,Manteca,CA,95336,06,06077,San Joaquin County,23,37.808,-121.2471,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361010390,0623610,Joseph Widmer Jr. Elementary,06,751 Stonebridge Ln.,Lathrop,CA,95330,06,06077,San Joaquin County,21,37.8368,-121.2797,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06012,06005,2022-2023
062361010653,0623610,George Y. Komure Elementary,06,2121 Henry Long Blvd.,Stockton,CA,95206,06,06077,San Joaquin County,11,37.9041,-121.3186,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06013,06005,2022-2023
062361011321,0623610,Weston Ranch High,06,4606 McCuen Ave.,Stockton,CA,95206,06,06077,San Joaquin County,11,37.9017,-121.3075,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06013,06005,2022-2023
062361011419,0623610,Walter Woodward Elementary,06,575 Tannehill Dr.,Manteca,CA,95337,06,06077,San Joaquin County,23,37.7706,-121.2079,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361011420,0623610,Veritas Elementary,06,1600 Pagola St.,Manteca,CA,95337,06,06077,San Joaquin County,23,37.7781,-121.2295,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062361011776,0623610,New Vision High,06,4726 McCuen Ave.,Stockton,CA,95206,06,06077,San Joaquin County,11,37.8982,-121.3079,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06013,06005,2022-2023
062361011959,0623610,Mossdale Elementary,06,455 Brookhurst Blvd.,Lathrop,CA,95330,06,06077,San Joaquin County,21,37.8013,-121.3063,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06012,06005,2022-2023
062361012065,0623610,Lathrop High,06,647 W. Lathrop Rd.,Lathrop,CA,95330,06,06077,San Joaquin County,41,37.826183,-121.303257,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0609,06012,06005,2022-2023
062361014647,0623610,Manteca Online Academy,06,737 W. Yosemite Ave.,Manteca,CA,95337,06,06077,San Joaquin County,23,37.797886,-121.22629,44700,"Stockton, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0610,06012,06005,2022-2023
062370003592,0623700,Manzanita Elementary,06,627 E. Evans-Reimer Rd.,Gridley,CA,95948,06,06007,Butte County,41,39.334763,-121.658555,17020,"Chico, CA",1,N,N,N,N,0601,06003,06004,2022-2023
062373003593,0623730,Maple Creek Elementary,06,15933 Maple Creek Rd.,Korbel,CA,95550,06,06023,Humboldt County,43,40.76044,-123.87011,21700,"Eureka-Arcata, CA",2,N,N,N,N,0602,06002,06002,2022-2023
062376003594,0623760,Maple Elementary,06,29161 Fresno Ave.,Shafter,CA,93263,06,06029,Kern County,41,35.513917,-119.335984,12540,"Bakersfield, CA",1,N,N,N,N,0621,06032,06014,2022-2023
062380003595,0623800,Marcum-Illinois Union Elementary,06,2452 El Centro Blvd.,East Nicolaus,CA,95659,06,06101,Sutter County,42,38.91145,-121.54283,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062382003596,0623820,Maricopa Elementary,06,955 Stanislaus St.,Maricopa,CA,93252,06,06029,Kern County,42,35.05416,-119.403814,12540,"Bakersfield, CA",1,N,N,N,N,0623,06034,06016,2022-2023
062382003597,0623820,Maricopa High,06,955 Stanislaus St.,Maricopa,CA,93252,06,06029,Kern County,42,35.05416,-119.403814,12540,"Bakersfield, CA",1,N,N,N,N,0623,06034,06016,2022-2023
062382012615,0623820,Maricopa Middle,06,955 Stanislaus St.,Maricopa,CA,93252,06,06029,Kern County,42,35.05416,-119.403814,12540,"Bakersfield, CA",1,N,N,N,N,0623,06034,06016,2022-2023
062394003599,0623940,Greeley Hill Elementary,06,10326 Fiske Rd.,Coulterville,CA,95311,06,06043,Mariposa County,43,37.745985,-120.130576,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062394003600,0623940,Yosemite National Park El Portal,06,9670 Rancheria Flat Rd.,El Portal,CA,95318,06,06043,Mariposa County,43,37.672743,-119.80842,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062394003602,0623940,Mariposa County High,06,5074 Old Hwy.,Mariposa,CA,95338,06,06043,Mariposa County,43,37.48918,-119.964119,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062394003603,0623940,Mariposa Elementary,06,5044 Jones St.,Mariposa,CA,95338,06,06043,Mariposa County,43,37.487089,-119.963299,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062394003607,0623940,Woodland Elementary,06,3394 Woodland Dr.,Mariposa,CA,95338,06,06043,Mariposa County,43,37.450179,-119.848602,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062394003608,0623940,Yosemite National Park Valley Elementary,06,9009 Lost Arrow Loop,Yosemite,CA,95389,06,06043,Mariposa County,43,37.748505,-119.590767,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062394006039,0623940,Sierra Home,06,5171 Silva Rd.,Mariposa,CA,95338,06,06043,Mariposa County,43,37.471755,-119.903238,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062394008895,0623940,Spring Hill High (Continuation),06,5171 Silva Rd.,Mariposa,CA,95338,06,06043,Mariposa County,43,37.471755,-119.903238,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062394008897,0623940,Lake Don Pedro Elementary,06,2411 Hidalgo,La Grange,CA,95329,06,06043,Mariposa County,42,37.672541,-120.358682,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062394009576,0623940,Coulterville High,06,10326 Fiske Rd.,Coulterville,CA,96311,06,06043,Mariposa County,43,37.745985,-120.130576,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062394009577,0623940,Yosemite Park High,06,9670 Rancheria Flat Rd.,Yosemite,CA,95389,06,06043,Mariposa County,43,37.672743,-119.80842,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062397003609,0623970,Mark Twain Elementary,06,646 Stanislaus Ave.,Angels Camp,CA,95222,06,06009,Calaveras County,32,38.075261,-120.550471,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062397009578,0623970,Copperopolis Elementary,06,217 Sch St.,Copperopolis,CA,95228,06,06009,Calaveras County,42,37.982187,-120.641244,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062397014663,0623970,Learners Empowered Academic Progress (LEAP),06,981 Tuolumne,Angels Camp,CA,95222,06,06009,Calaveras County,32,38.072961,-120.550243,N,N,0,N,N,N,N,0604,06005,06008,2022-2023
062400001766,0624000,John B. Riebli Elementary,06,315 Mark W. Springs Rd.,Santa Rosa,CA,95404,06,06097,Sonoma County,21,38.500803,-122.742258,42220,"Santa Rosa-Petaluma, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0602,06002,06002,2022-2023
062400003610,0624000,Mark West Elementary,06,4600 Lavell Rd.,Santa Rosa,CA,95403,06,06097,Sonoma County,21,38.50278,-122.759186,42220,"Santa Rosa-Petaluma, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0602,06002,06002,2022-2023
062400003611,0624000,San Miguel Elementary,06,5350 Faught Rd.,Santa Rosa,CA,95403,06,06097,Sonoma County,21,38.514153,-122.759531,42220,"Santa Rosa-Petaluma, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0602,06002,06002,2022-2023
062400011479,0624000,Mark West Charter,06,4600 Lavell Rd.,Santa Rosa,CA,95403,06,06097,Sonoma County,21,38.502088,-122.75917,42220,"Santa Rosa-Petaluma, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0602,06002,06002,2022-2023
062403000178,0624030,Morello Park Elementary,06,1200 Morello Park Dr.,Martinez,CA,94553,06,06013,Contra Costa County,21,38.0014,-122.0989,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
062403001966,0624030,Vicente Martinez High,06,925 Susana St.,Martinez,CA,94553,06,06013,Contra Costa County,21,38.01533,-122.131718,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
062403003612,0624030,Alhambra Senior High,06,150 E St.,Martinez,CA,94553,06,06013,Contra Costa County,21,38.0018,-122.1343,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
062403003614,0624030,John Swett Elementary,06,4955 Alhambra Valley Rd.,Martinez,CA,94553,06,06013,Contra Costa County,21,37.9815,-122.1243,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0611,06014,06003,2022-2023
062403003615,0624030,Las Juntas Elementary,06,4105 Pacheco Blvd.,Martinez,CA,94553,06,06013,Contra Costa County,21,38.0083,-122.0927,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
062403003618,0624030,Martinez Junior High,06,1600 Ct. St.,Martinez,CA,94553,06,06013,Contra Costa County,21,38.0133,-122.1304,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
062403007071,0624030,Briones (Alternative),06,925 Susana St.,Martinez,CA,94553,06,06013,Contra Costa County,21,38.01533,-122.131718,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
062403009579,0624030,John Muir Elementary,06,205 Vista Way,Martinez,CA,94553,06,06013,Contra Costa County,21,38.0001,-122.1201,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
062403012601,0624030,Martinez Early Intervention Preschool Program (MEIPP),06,921 Susana St.,Martinez,CA,94553,06,06013,Contra Costa County,21,38.0147,-122.1315,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
062409002879,0624090,South Lindhurst Continuation High,06,4446 Olive Dr.,Olivehurst,CA,95961,06,06115,Yuba County,22,39.08434,-121.53911,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003620,0624090,Anna McKenney Intermediate,06,1904 Huston,Marysville,CA,95901,06,06115,Yuba County,22,39.158247,-121.572157,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003621,0624090,Arboga Elementary,06,1686 BRd.way,Olivehurst,CA,95961,06,06115,Yuba County,41,39.050702,-121.556036,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003622,0624090,Browns Valley Elementary,06,9555 Browns Valley Sch Rd.,Browns Valley,CA,95918,06,06115,Yuba County,42,39.236099,-121.40769,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003623,0624090,Cedar Lane Elementary,06,841 Cedar Ln.,Olivehurst,CA,95961,06,06115,Yuba County,22,39.122917,-121.584731,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003624,0624090,Cordua Elementary,06,2830 Highway 20,Marysville,CA,95901,06,06115,Yuba County,41,39.204765,-121.515861,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003625,0624090,Dobbins Elementary,06,1 Dobbin Sch Ln.,Dobbins,CA,95935,06,06115,Yuba County,42,39.372998,-121.209237,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003626,0624090,Ella Elementary,06,4850 Olivehurst Ave.,Olivehurst,CA,95961,06,06115,Yuba County,22,39.094798,-121.552226,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003627,0624090,Foothill Intermediate,06,5351 Fruitland Rd.,Marysville,CA,95901,06,06115,Yuba County,42,39.304386,-121.41399,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003628,0624090,Johnson Park Elementary,06,4364 Lever Ave.,Olivehurst,CA,95961,06,06115,Yuba County,22,39.08014,-121.53593,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003629,0624090,Linda Elementary,06,6180 Dunning Ave.,Marysville,CA,95901,06,06115,Yuba County,22,39.133542,-121.545131,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003630,0624090,Lindhurst High,06,4446 Olive Dr.,Olivehurst,CA,95961,06,06115,Yuba County,22,39.083179,-121.536156,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003631,0624090,Loma Rica Elementary,06,5150 Fruitland Rd.,Marysville,CA,95901,06,06115,Yuba County,42,39.311054,-121.416802,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003632,0624090,Covillaud Elementary,06,628 F St.,Marysville,CA,95901,06,06115,Yuba County,22,39.141614,-121.592733,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003633,0624090,Marysville High,06,12 E. 18th St.,Marysville,CA,95901,06,06115,Yuba County,22,39.155016,-121.585412,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003634,0624090,Olivehurst Elementary,06,1778 McGowan Pkwy.,Olivehurst,CA,95961,06,06115,Yuba County,22,39.076489,-121.550943,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003637,0624090,Kynoch Elementary,06,1905 Ahern St.,Marysville,CA,95901,06,06115,Yuba County,22,39.157974,-121.575787,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003638,0624090,Yuba Feather Elementary,06,18008 Oregon Hill Rd.,Challenge,CA,95925,06,06115,Yuba County,43,39.482821,-121.22141,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409003639,0624090,Yuba Gardens Intermediate,06,1964 11th Ave.,Olivehurst,CA,95961,06,06115,Yuba County,22,39.087306,-121.543653,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409008671,0624090,Marysville Charter Academy for the Arts,06,1917 B St.,Marysville,CA,95901,06,06115,Yuba County,22,39.156756,-121.58714,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409009399,0624090,Lincoln (Abraham) (Alternative),06,1919 B St.,Marysville,CA,95901,06,06115,Yuba County,22,39.15771,-121.587481,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409012398,0624090,Edgewater Elementary,06,5715 Oakwood Dr.,Marysville,CA,95901,06,06115,Yuba County,22,39.11959,-121.54981,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409013879,0624090,Marysville Community Day,06,1919 B St.,Marysville,CA,95901,06,06115,Yuba County,22,39.15771,-121.587481,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062409014687,0624090,The Middle College at MJUSD,06,2088 N. Beale Rd. Bldg. 700,Marysville,CA,95901,06,06115,Yuba County,22,39.125335,-121.537487,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,0603,06003,06004,2022-2023
062415003641,0624150,Maxwell Elementary,06,146 N. St.,Maxwell,CA,95955,06,06011,Colusa County,42,39.28017,-122.193224,N,N,0,N,N,N,N,0603,06003,06004,2022-2023
062415003642,0624150,Maxwell Sr High,06,515 Oak St.,Maxwell,CA,95955,06,06011,Colusa County,42,39.275583,-122.199794,N,N,0,N,N,N,N,0603,06003,06004,2022-2023
062415013945,0624150,Maxwell Middle,06,146 N. St.,Maxwell,CA,95955,06,06011,Colusa County,42,39.28017,-122.193224,N,N,0,N,N,N,N,0603,06003,06004,2022-2023
062418003643,0624180,McCabe Elementary,06,701 W. McCabe Rd.,El Centro,CA,92243,06,06025,Imperial County,41,32.751515,-115.595372,20940,"El Centro, CA",1,N,N,N,N,0651,06056,06040,2022-2023
062421003644,0624210,McCloud Elementary,06,332 Hamilton Way,Mccloud,CA,96057,06,06093,Siskiyou County,42,41.254351,-122.131013,N,N,0,N,N,N,N,0601,06001,06001,2022-2023
062423003645,0624230,Browning Road STEAM Academy,06,410 E. Perkins,McFarland,CA,93250,06,06029,Kern County,31,35.6825,-119.2222,12540,"Bakersfield, CA",1,N,N,N,N,0621,06032,06014,2022-2023
062423003646,0624230,Kern Avenue Elementary,06,356 W. Kern Ave.,McFarland,CA,93250,06,06029,Kern County,31,35.6783,-119.2314,12540,"Bakersfield, CA",1,N,N,N,N,0621,06032,06014,2022-2023
062423007315,0624230,McFarland High School Early College,06,259 W. Sherwood Ave.,McFarland,CA,93250,06,06029,Kern County,31,35.6741,-119.2307,12540,"Bakersfield, CA",1,N,N,N,N,0621,06032,06014,2022-2023
062423007779,0624230,McFarland Independent,06,599 Fifth St.,McFarland,CA,93250,06,06029,Kern County,31,35.6796,-119.2345,12540,"Bakersfield, CA",1,N,N,N,N,0621,06032,06014,2022-2023
062423007780,0624230,San Joaquin High (Continuation),06,599 Fifth St.,McFarland,CA,93250,06,06029,Kern County,31,35.68,-119.2346,12540,"Bakersfield, CA",1,N,N,N,N,0621,06032,06014,2022-2023
062423008898,0624230,McFarland Junior High,06,405 Mast Ave.,McFarland,CA,93250,06,06029,Kern County,31,35.6704,-119.233,12540,"Bakersfield, CA",1,N,N,N,N,0621,06032,06014,2022-2023
062423013991,0624230,Horizon Elementary,06,800 S. Garzoli Ave.,McFarland,CA,93250,06,06029,Kern County,31,35.666373,-119.24004,12540,"Bakersfield, CA",1,N,N,N,N,0621,06032,06014,2022-2023
